,Name,Specialization,Experience (in years),Education,Fee at clinic,Online Fee,Clinic Name,Area,Available From,Available Till,City,Total Fee,Number of Hrs. Available
424,Dr. Seema Jain,Gynaecologist,29.0,"MBBS, MD - Obstetrtics & Gynaecology, DNB - Obstetrtics & Gynaecology, Royal College Of Ob...read more",700.0,0.0,Dr. Seema Jain's Gynae Galaxy,Baner,18:00:00,20:00:00,Pune,700.0,02:00
425,Dr. Manisha Patil,Gynaecologist,27.0,"MBBS Bachelor of Medicine and Bachelor of Surgery, DGO, Fellowship In Aesthetic Medicine",600.0,350.0,Dr. Manisha Patil's Heal And Care Clinic,NIBM Annexe,11:30:00,14:00:00,Pune,950.0,02:30
426,Dr. Ashish Kale,Gynaecologist,23.0,"MD - Obstetrics & Gynaecology, Diploma In Endopelvic Surgery, FICS",500.0,0.0,Ashakiran Hospital,Pune,10:00:00,16:00:00,Pune,500.0,06:00
427,Dr. Lavina Batra,Gynaecologist,19.0,"MBBS, DGO",400.0,400.0,Life Care Clinic,Viman Nagar,17:00:00,21:00:00,Pune,800.0,04:00
428,Dr. Amit Patil,Gynaecologist,23.0,Training in IV,500.0,0.0,IVF Nest Fertility Hospital And Centre,Pimple Saudagar,19:00:00,21:00:00,Pune,500.0,02:00
429,Dr. Prajakta Mahajan,Gynaecologist,14.0,"MBBS, DNB - Obstetrics & Gynecology, DGO, Fellowship in Reproductive Medicine, Cosmetic Gy...read more",500.0,500.0,FertiFlix Women's Clinic,Ravet,18:00:00,20:00:00,Pune,1000.0,02:00
430,Dr. Sarika Dahiphale,Gynaecologist,20.0,"Mbbs,, MS OBGY",500.0,0.0,Coral Women's & Child Care Clinic & Fertility Center,Balewadi,10:30:00,14:00:00,Pune,500.0,03:30
431,Dr. Sweta Kumar,Gynaecologist,14.0,"MBBS, DGO",500.0,300.0,Birth & Beyond Clinic,Pune,17:00:00,21:00:00,Pune,800.0,04:00
432,Dr. Abhijit Oka,Gynaecologist,30.0,"MBBS, DGO, DNB (Obstetrics and Gynecology), Fellowship in Infertility, Gynae Ultrasound, C...read more",600.0,400.0,Shriya Clinic,Erandwane,18:00:00,20:30:00,Pune,1000.0,02:30
433,Dr. Preeti Kale,Gynaecologist,24.0,"MBBS, MS-Obstetrics & Gynaecology, Diploma in Reproductive Medicine (Germany)",700.0,600.0,Unity Hospital,Aundh,10:00:00,14:00:00,Pune,1300.0,04:00
434,Dr. Kalyani Chavan,Gynaecologist,21.0,"MBBS, DGO, FCPS",300.0,500.0,Kalyani Hospital,Pune,10:00:00,13:00:00,Pune,800.0,03:00
435,Dr. Jyoti Aggarwal,Gynaecologist,26.0,"MBBS, DGO",600.0,350.0,Dr.JYOTI'S CLINIC,Wakad,10:30:00,14:00:00,Pune,950.0,03:30
436,Dr. Mayur Thosar,Gynaecologist,15.0,"M.B.B.S, MD - obstetrics & gynecology, DNB (Obstetrics and Gynecology), Fellowship in Gyna...read more",500.0,0.0,Joshi Clinic,Law College Road,18:00:00,20:00:00,Pune,500.0,02:00
437,Dr. Mukta Rayate,Gynaecologist,25.0,"MBBS, Diploma in Endoscopy, MD - Obstetrics & Gynaecology",600.0,0.0,Rayate Clinic,Karve Road,18:00:00,20:00:00,Pune,600.0,02:00
438,Dr. Swatika Kumari,Gynaecologist,22.0,"MBBS, Diploma in Obstetrics & Gynaecology, DNB (Obstetrics and Gynecology), Fellow in laproscopy",400.0,300.0,Lady care clinic,Pune,17:00:00,21:00:00,Pune,700.0,04:00
439,Dr. (Mrs) Tinku Goel,Gynaecologist,21.0,MS - Obstetrics and Gynaecology,250.0,0.0,Pratik Clinic,Model colony,11:00:00,12:30:00,Pune,250.0,01:30
440,Dr. Rajesh Kokare,Gynaecologist,28.0,"MBBS, DGO",300.0,0.0,D B Kokare Memorial Hospital And IVF Center,Baramati,10:00:00,15:00:00,Pune,300.0,05:00
441,Dr. Lakshmi Swetha Karlapudi,Gynaecologist,13.0,"MBBS, DNB - Obstetrics & Gynecology",400.0,0.0,Sanjeevani Hospital,Hadapsar,12:00:00,14:00:00,Pune,400.0,02:00
442,Dr. Umamaheshwari Nilange,Gynaecologist,14.0,"MBBS, MS - Obstetrics and Gynaecology",500.0,400.0,Srujan Clinic,Wakad,10:00:00,12:30:00,Pune,900.0,02:30
443,Dr. Shilpa Chitnis Joshi,Gynaecologist,29.0,"MBBS, DGO- Obstetrtics & Gynaecology",500.0,500.0,Shilpa Chitnis Joshi Clinic,Paud Road,18:30:00,20:30:00,Pune,1000.0,02:00
444,Dr. Nikhil Mahadar,Gynaecologist,11.0,Masters of Surgery Obstetrics & Gynaecology,300.0,350.0,Srushti Women's Care Clinic,Wakad,11:30:00,16:00:00,Pune,650.0,04:30
445,Dr. Mohita Goyal,Gynaecologist,24.0,"MBBS, DGO",600.0,0.0,Mohita Poly Clinic,Viman Nagar,10:00:00,11:00:00,Pune,600.0,01:00
446,Dr. Usha Subrahmanyam,Gynaecologist,34.0,"MBBS, DGO",700.0,0.0,Dr. Usha Subramaniam's Gynaecology & Infertility Clinic,Bopodi,18:00:00,20:00:00,Pune,700.0,02:00
447,Dr. Amol Lunkad,Gynaecologist,20.0,"MBBS, MD - Obstetrtics & Gynaecology",500.0,300.0,Indira IVF - Pune,Viman Nagar,09:00:00,18:00:00,Pune,800.0,09:00
448,Dr. Anil Chittake,Gynaecologist,29.0,"MBBS, DNB - Obstetrics & Gynecology, DGO",700.0,400.0,Embrio IVF Centre,Baner,15:00:00,17:00:00,Pune,1100.0,02:00
449,Dr. Jagrati Laad,Gynaecologist,25.0,"MBBS, MD - Obstetrics & Gynaecology, Fellowship in Infertility",0.0,0.0,Wombs Fertility And Reproductive Health Clinic,Baner,07:00:00,13:00:00,Pune,0.0,06:00
450,Dr. Deepali Chinchole,Gynaecologist,24.0,"Certified IVF Specialist, MD - Obstetrtics & Gynaecology",700.0,0.0,Sant Dnyaneshwar Hospital,Pune,10:00:00,18:00:00,Pune,700.0,08:00
451,Dr. Swati Landge,Gynaecologist,24.0,"MBBS, DGO",400.0,0.0,Kalyani Clinic,Mundhwa Road,18:30:00,20:30:00,Pune,400.0,02:00
452,Dr. Tanmay Palsule,Homeopathy,17.0,"MD - Homeopathy, BHMS",400.0,400.0,Dr. Palsule Homoeopathic Consultancy,Chinchwad,17:00:00,20:30:00,Pune,800.0,03:30
453,Dr. Vaseem Choudhary,Homeopathy,15.0,"BHMS, MD - Homeopathy, Post Graduate Diploma in Cosmetic Dermatology (PGDCD)",300.0,300.0,Homeo Care Clinic,Hadapsar,10:00:00,18:00:00,Pune,600.0,08:00
454,Dr. Ashwini Indulkar,Homeopathy,19.0,"Diploma In Cosmetology, Trichology & Skin Aesthetics, B.H.M.S, PG Diploma In Clinical Cosm...read more",500.0,300.0,Dr Ashwini Indulkar's REVHIVE Clinic,Kalyani Nagar,18:30:00,20:00:00,Pune,800.0,01:30
455,Dr. Geeta Pawar,Homeopathy,20.0,"BHMS, MD - Homeopathy",500.0,300.0,Dr Geeta's Homoeopathy Health Restoration Center.,Viman Nagar,09:30:00,14:00:00,Pune,800.0,04:30
456,Dr. Shriganesh Diliprao Deshmukh,Homeopathy,17.0,"International Academy of Classical Homeopathy, BHMS",300.0,90.0,Nirmal Homeopathic Clinic,Pimple Gurav,11:00:00,17:00:00,Pune,390.0,06:00
457,Dr. Shailesh Doshi,Homeopathy,24.0,"BHMS, CCH, CGO, PGNAHI",500.0,0.0,HomeoCure Homeopathy Clinic,Tilak Road,15:00:00,20:00:00,Pune,500.0,05:00
458,Dr. Roopali Patil,Homeopathy,22.0,BHMS,300.0,350.0,THE MED'S INN,Kondhwa,10:00:00,13:00:00,Pune,650.0,03:00
459,Dr. Aashish Prakash Dwivedi,Homeopathy,12.0,"Managing Director, MCH, BHMS",300.0,300.0,Dr. Dwivedi's Infinity homoeopathy and healthcare,Lohegaon,10:00:00,12:00:00,Pune,600.0,02:00
460,Dr. Shwetambari Chothe,Homeopathy,12.0,"Diploma in Emergency Medicine, MD - Homeopathy, BHMS",0.0,500.0,Swasti Homoeopathic clinic,Pune,11:00:00,18:00:00,Pune,500.0,07:00
461,Dr. Anita Bafana,Homeopathy,34.0,BHMS,500.0,200.0,Dr Anita's Acupuncture & Acupressure Clinic,Senapati Bapat Road,11:00:00,15:00:00,Pune,700.0,04:00
462,Dr. Anshita Singh Rathore,Homeopathy,18.0,"BHMS, MD - Homeopathy",400.0,200.0,Dr. Rathore's Homeopathy Clinic,Wakad,10:00:00,12:00:00,Pune,600.0,02:00
463,Dr. Tanvi Joshi,Homeopathy,24.0,B.H. M. S.,200.0,350.0,Shri Swami Samarth Homoeopathic Clinic,Dhayari,11:00:00,14:00:00,Pune,550.0,03:00
464,Dr. Harshad Kadam,Homeopathy,13.0,MD - Homeopathy,500.0,300.0,VISHWAS HOMOEOPATHIC CLINIC,Hadapsar,,,Pune,800.0,
465,Dr. Mamta Gupta,Homeopathy,27.0,BHMS,500.0,200.0,Homoeo Clinic,Pashan Sus Road,10:00:00,13:00:00,Pune,700.0,03:00
466,Dr. Anuja Mathkari,Homeopathy,22.0,"MD - Alternate Medicine, BHMS",500.0,300.0,Dr. Anuja's Homoeopathic & Acupressure Clinic,Dhanori,11:15:00,13:30:00,Pune,800.0,02:15
467,Dr. Amruta Bakshi,Homeopathy,15.0,"BHMS, MD - Homeopathy",250.0,200.0,Dr.Amruta's Homoeopathy World - Homoeopathic Clinic,Tingre Nagar,10:00:00,12:00:00,Pune,450.0,02:00
468,Dr. Ashish Ghate,Homeopathy,17.0,BHMS,200.0,200.0,Dr Ashish Ghate Homoeopathic Clinic,Pune,10:00:00,21:00:00,Pune,400.0,11:00
469,Dr. Yogesh Kankariya,Homeopathy,15.0,BHMS,300.0,500.0,Dr. Kankariya's Homoeopathic Clinic,Pune,17:00:00,21:00:00,Pune,800.0,04:00
470,Dr. Smita Patil,Homeopathy,17.0,"BHMS, Diploma In Diet & Nutrition For Obesity Management, Certificate Cource in Cosmetolog...read more",0.0,300.0,Peachtree Beauty,Hair & Slimming Clinic,17:30:00,20:00:00,Pune,300.0,02:30
471,Dr. Smita Joshi,Homeopathy,27.0,"BHMS, MD - Homeopathy, MA - Clinical Psychology",850.0,0.0,Ayush Homeopathy Clinic,Paud Road,17:30:00,20:30:00,Pune,850.0,03:00
472,Dr. Sonali Khomane,Homeopathy,14.0,"BHMS, DEMS",0.0,500.0,Om Healing Arts,Baramati,,,Pune,500.0,
473,Dr. Swati P Kulkarni,Homeopathy,32.0,BHMS,500.0,500.0,Dr. Swati Kulkarni's Clinic,Aundh,17:00:00,20:30:00,Pune,1000.0,03:30
474,Nirmal Health Care,Homeopathy,0.0,Not Mentioned,300.0,350.0,Nirmal Health Care,Shukrawar peth,10:00:00,17:00:00,Pune,650.0,07:00
475,Dr. Mahesh Jadhav,Homeopathy,20.0,"BHMS, M.D.(Bio)",800.0,200.0,Rudraksha Advanced Homoeopathic Clinics,Pimple Gurav,10:30:00,13:30:00,Pune,1000.0,03:00
476,Dr. Malojiraje V.Tanpure,Homeopathy,18.0,MD - Homeopathy,0.0,300.0,Tanpure Homoeopathic Centre,Hadapsar,18:00:00,20:00:00,Pune,300.0,02:00
477,Dr. Shailesh Sancheti,Homeopathy,18.0,"MD - Homeopathy, BHMS",700.0,300.0,Dr.Shailesh Sancheti Advance Homeopathic Clinic,Purandar,18:00:00,20:30:00,Pune,1000.0,02:30
478,Dr. Geeta. N. Parwani,Homeopathy,26.0,"MD - Homeopathy, BHMS",800.0,300.0,Healing touch milti speciality clinic,Pune,12:00:00,21:00:00,Pune,1100.0,09:00
479,Dr. Aditi Nihar Kalghatgi ( Gaud),Homeopathy,19.0,BHMS,500.0,0.0,draditis homoeo clinic,Erandwane,16:00:00,20:30:00,Pune,500.0,04:30
480,Dr. Bhavna Gaikar,Homeopathy,16.0,BHMS,500.0,250.0,the heart clinicr,Sadashiv peth,17:00:00,09:00:00,Pune,750.0,16:00
481,Dr. Harshita Gupta,Homeopathy,8.0,BHMS,500.0,550.0,arsn healthcare clinic,Pune,18:00:00,21:00:00,Pune,1050.0,03:00
482,Dr. Asmani Bhave,Homeopathy,8.0,Homeopath Cosmetologist..Nutritionist,300.0,200.0,Dr Asmani Bhave Homeopathic and Cosmotology Cilnic,Shivaji Nagar,18:30:00,20:30:00,Pune,500.0,02:00
483,Dr. Sachin Thakur,Homeopathy,23.0,"MD-Homeopathy, BHMS",500.0,350.0,Dr Thakur's Homoeopathy,Karve Road,10:00:00,14:00:00,Pune,850.0,04:00
484,Dr. Neha S Vasishth,Homeopathy,19.0,"BHMS, Health Care Management",500.0,250.0,DH Homeopathic Health Centre,Kalyani Nagar,17:00:00,20:00:00,Pune,750.0,03:00
485,Dr. Namrata Anand,Homeopathy,24.0,"BHMS, PG In Clinical Nutrition & Dietetics, DNHE",300.0,250.0,Pulsetila Health Clinic,Pimple Saudagar,11:00:00,13:30:00,Pune,550.0,02:30
486,Dr. Sarika Doshi,Homeopathy,22.0,"BHMS, PGNAHI",500.0,0.0,HomeoCure™ Homeopathy Clinic,Sadashiv peth,11:30:00,12:30:00,Pune,500.0,01:00
487,Dr. Kavita Dhamale,Homeopathy,23.0,"MD -Homeopathy, BHMS, Certificate Course In Child Counseling & Parenting, P.G. Diploma in ...read more",600.0,300.0,Homoeopathic Health Care Centre,Bibwewadi,11:00:00,14:00:00,Pune,900.0,03:00
488,Dr. Ambrish Panjabrao Uke,Homeopathy,14.0,"BHMS, MD - Homeopathy",500.0,300.0,The Sanjeevvani Classical Homoeopathy,Pune,10:30:00,14:00:00,Pune,800.0,03:30
489,Dr. Rajshree Pokharna,Homeopathy,35.0,BHMS,500.0,300.0,Rohan Clinic,Kharadi,07:00:00,20:00:00,Pune,800.0,13:00
490,Mrs. Ramya Bandreddi,Homeopathy,6.0,BHMS,150.0,100.0,Dr Ramya Homeopathy  Consultation,Dhanori,09:00:00,18:00:00,Pune,250.0,09:00
491,Dr. Shital Somwanshi Bankar,Homeopathy,0.0,Not Mentioned,400.0,300.0,Dr. Shital's Homeopathy Clinic,Pune,18:00:00,21:00:00,Pune,700.0,03:00
492,Dr. Kalyani Badwaik,Homeopathy,13.0,"BHMS, M.D.",600.0,400.0,Vivekananda Sadhanalay Homeopathic Clinic,Wakad,11:15:00,23:00:00,Pune,1000.0,11:45
493,Dr. Priya Gautam,Homeopathy,14.0,"BHMS, MD - Homeopathy",350.0,350.0,Cure Plus Care Clinic,Wagholi,17:30:00,20:30:00,Pune,700.0,03:00
494,Dr. Vivek S,Psychologist,18.0,"Ph.D - Psychotherapy & Counselling, P.G. Diploma in Counseling & Guidance, P.G. Diploma in...read more",0.0,300.0,Purl Wellness,Baner-Pashan Link Road,10:00:00,20:30:00,Pune,300.0,10:30
495,Ms. Pallavi Patankar,Psychologist,20.0,"Master of Clinical Psychology, Post Graduate Diploma in Psychological Counselling",0.0,900.0,Manovedh Psychological Counselling Center,Kalewadi,11:00:00,12:30:00,Pune,900.0,01:30
496,Mrs. Swati Sarkar,Psychologist,30.0,"PGDVGCC, MS Psychology, BS Psychology",0.0,500.0,Life Enrichment Center,Pune,11:00:00,14:00:00,Pune,500.0,03:00
497,Dr. Ruchi Rana,Psychologist,14.0,Ma Clinical Psychology,500.0,349.0,Moolani Clinic,MG Road,16:30:00,19:00:00,Pune,849.0,02:30
498,Ms. Mansi Sattikar,Psychologist,19.0,"MA In Clinical Psychology, PGDCP , Certified NLP Practioner, CERTIFICATION IN BACH FLOWER ...read more",0.0,500.0,Sai shraddha Multispeciality hospital,Lohegaon,10:00:00,18:00:00,Pune,500.0,08:00
499,Dr. Patil S D,Psychologist,36.0,"M.A. Psychology, PHD",900.0,900.0,Hypnotherapy Clinic,Pimpri Chinchwad,09:00:00,21:00:00,Pune,1800.0,12:00
500,Dr. Sukanya Biswas,Psychologist,12.0,"Masters in Clinical Psychology & Certified Cognitive Behaviour Therapy Practioner, Certifi...read more",700.0,500.0,Ignited Minds,Pune,08:00:00,13:00:00,Pune,1200.0,05:00
501,Ms. Sheetal Agrawal,Psychologist,17.0,"Post Graduate Diploma in Counselling, MA In Clinical Psychology",0.0,300.0,Sheetal Agrawal,Dhanori,09:30:00,20:30:00,Pune,300.0,11:00
502,Mrs. Swarna Lata,Psychologist,25.0,"Diploma in Relationship Counselling, Diploma in Positive Psychology, Certificate in Counse...read more",700.0,500.0,Dr. Rahul`s Dental Hospital & Poly Clinic,Pune,09:45:00,12:30:00,Pune,1200.0,02:45
503,Dr. Vineeta Kumar,Psychologist,24.0,"Ph. D - Psychology, M.Sc - Psychology",0.0,600.0,Rise and shine,Pune,18:00:00,21:00:00,Pune,600.0,03:00
504,Ms. Rohini Bhosale,Psychologist,11.0,Master in psychology,0.0,800.0,Rohini clinic,Vishrantwadi,09:00:00,21:00:00,Pune,800.0,12:00
505,Dr. Dipti Sachin Panhalkar,Psychologist,20.0,MA,550.0,600.0,MIND SPA ( PSYCHOLOGY Counseling and Mind Coaching),Warje,12:00:00,15:00:00,Pune,1150.0,03:00
506,Dr. Bharati Rajguru,Psychologist,0.0,Not Mentioned,400.0,0.0,Pathfinder Clinic,Magarpatta,11:00:00,13:00:00,Pune,400.0,02:00
507,Ms. Tarini Mathrani,Psychologist,9.0,M.Sc - Psychology,500.0,0.0,themptychair,Udaybaug,,,Pune,500.0,
508,Ms. Manasvii Kulkarni,Psychologist,5.0,M.A,500.0,200.0,Setu- Counselling Centre,Whitefield,10:00:00,19:00:00,Pune,700.0,09:00
509,Ms. Surabhi Setiya,Psychologist,7.0,Msc,0.0,200.0,Mindfulness be kind,Market yard,10:30:00,13:00:00,Pune,200.0,02:30
510,Dr. Aishwarya Jain,Psychologist,6.0,"M A Clinical Psychology, Diploma in Psychotherapy and Counseling",0.0,500.0,Glisten Healthcare,Bund Garden Road,,,Pune,500.0,
511,Mr. Omkar Naik,Psychologist,8.0,"Masters in Clinical Psychology , BA Psychology",0.0,800.0,Cinq in,Aundh,,,Pune,800.0,
512,Dr. Saurabh Bhatia,Psychologist,27.0,"MBBS, MS, FCR",999.0,99.0,Dr Saurabh Bhatia,NIBM,09:00:00,21:00:00,Pune,1098.0,12:00
513,Mrs. Debasmita Sinha,Psychologist,15.0,"Masters in Clinical Psychology, CBT - Cognitive Behavioral Therapy",0.0,500.0,Seraniti,Pune,11:30:00,17:30:00,Pune,500.0,06:00
514,Ms. Natasha Trivedi,Psychologist,21.0,MA,500.0,500.0,Prudent Internation Health Clinic,Kalyani Nagar,,,Pune,1000.0,
515,Dr. Prasanna Rabade,Psychologist,15.0,M.S.,500.0,0.0,Disha Psychological Counselling Centre,Kothrud,11:00:00,20:00:00,Pune,500.0,09:00
516,Ms. Pooja Mohan Shinde,Psychologist,2.0,Masters in Psychology - Clinical and Abnormal,600.0,0.0,CareNext Institute of Psychological Health,Bhugaon,11:00:00,19:00:00,Pune,600.0,08:00
517,Dr. Rehan Safee,Psychologist,13.0,MD,200.0,0.0,Kausar Baugh Clinic,Pune,19:00:00,21:00:00,Pune,200.0,02:00
518,Ms. Linaz Soonawalla,Psychologist,9.0,MS Psychology,0.0,300.0,NANIHI Center,Mundhawa,10:00:00,18:00:00,Pune,300.0,08:00
519,Mrs. Gayathri,Psychologist,12.0,"Masters in Social Work (Specialised in Family and Child Welfare), B.A. Sociology",500.0,300.0,Park Street,Pimple Saudagar/Wakad/Aundh/Baner/Wakad,19:00:00,21:00:00,Pune,800.0,02:00
520,Ms. Megha Shah,Psychologist,11.0,masters in clinical psychology,500.0,100.0,Megha Shah,Pune,16:30:00,18:30:00,Pune,600.0,02:00
521,Dr. Rahul Waghole,Ayurveda,20.0,"Bachelor of Ayurveda, Medicine and Surgery (BAMS), Yog Ayurved Padvika, M.A.(Sanskrit)",300.0,250.0,Waghole Ayurved Clinic,Saswad road,18:00:00,20:30:00,Pune,550.0,02:30
522,Rejuva Skin,Ayurveda,16.0,Diploma in Cosmatology,300.0,200.0,Rejuva Skin Clinic,Pune,09:30:00,13:30:00,Pune,500.0,04:00
523,Dr. Adesh Karwa,Ayurveda,21.0,"BAMS, MD - Ayurveda Medicine",500.0,200.0,Ayurveda Clinic,DP Road,10:00:00,14:00:00,Pune,700.0,04:00
524,Dr. Gajanan Manamwar,Ayurveda,14.0,BAMS,500.0,350.0,Shree Vishwasanskruti Ayurved Chikitsalaya,Hinjewadi,17:00:00,21:00:00,Pune,850.0,04:00
525,Dr. Lunkad Vaibhav,Ayurveda,34.0,"MBBS, DIiploma in Yoga and Ayurveda, Diploma In Dermatology And Venerology And Leprosy (DD...read more",500.0,500.0,Aaiina Clinic,Shukrawar peth,17:00:00,20:30:00,Pune,1000.0,03:30
526,Dr. Shekhar Benade,Ayurveda,24.0,"BAMS, MD - Ayurveda Medicine, Master in Sexual Medicine, Proficiency in Psycosexual Medici...read more",500.0,700.0,Dr Benade's E Sexologist Pune And Male Infertility Treatments,Balewadi,10:00:00,21:00:00,Pune,1200.0,11:00
527,Dr. Ravindra Borade,Ayurveda,17.0,"BAMS, Certificate Course In Sex Therapy & Counselling, Yog Ayurved Padvika",200.0,400.0,Param Ayurved,Kasarwadi,16:00:00,20:30:00,Pune,600.0,04:30
528,Dr. Syam Bhargavan,Ayurveda,24.0,"BAMS, MD - Ayurveda",500.0,300.0,Muppra Kerala Ayurvedic,Baner,18:00:00,19:30:00,Pune,800.0,01:30
529,Dr. Sunita Chaudhari,Ayurveda,33.0,"BAMS, PhD - Ayurveda",300.0,350.0,Ayurmantra Ayurveda Center,Aundh,09:00:00,13:00:00,Pune,650.0,04:00
530,Dr. Lalta  Prasad,Ayurveda,55.0,"MS, Bachelor of Ayurveda, Medicine and Surgery (BAMS)",200.0,0.0,Sushruta Clinic,sangvi,19:00:00,20:00:00,Pune,200.0,01:00
531,Dr. Kedar  Ghatnekar,Ayurveda,16.0,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",200.0,200.0,Saptarshee Clinics,Shukrawar peth,16:00:00,20:00:00,Pune,400.0,04:00
532,Dr. Jyoti Shirodkar,Ayurveda,32.0,"BAMS, MD - Ayurveda Pharmacology, Ph.D - Diabetes Prediction Thesis, BA (Sanskrit), MA (En...read more",800.0,300.0,Dr. Shirodkar's Health Solutions Pvt. Ltd.,NDA Road,16:00:00,19:00:00,Pune,1100.0,03:00
533,Dr. Shailesh Shamkant Phalle,Ayurveda,16.0,"Bachelor of Ayurveda, Medicine and Surgery (BAMS), MD - Medicine",250.0,100.0,Ayusanjivani Speciality Clinic And Panchakarma Center,Kharadi,09:00:00,12:00:00,Pune,350.0,03:00
534,Dr. Samarth Kotasthane,Ayurveda,17.0,"Bachelor of Ayurveda, Medicine and Surgery (BAMS), MD - Ayurveda",500.0,300.0,Shri Vishwagandh Ayurved & Panchkarma Clinic,Bibwewadi,09:30:00,10:30:00,Pune,800.0,01:00
535,Dr. Geetanjali Thokal,Ayurveda,15.0,"MD, Bachelor of Ayurveda, Medicine & Surgery (BAMS)",300.0,300.0,Heal & Care Ayurveda Clinic,Pimple Saudagar,09:30:00,12:00:00,Pune,600.0,02:30
536,Dr. Anand Vikram Kale,Ayurveda,15.0,"Bachelor of Ayurveda, Medicine and Surgery (BAMS), MD - Ayurveda, D.Y.A",200.0,300.0,Rasgandha Ayurvedic Clinic & Panchakarma Health Centre,Chinchwad,09:30:00,13:00:00,Pune,500.0,03:30
537,Dr. Madhura Atul Bhide,Ayurveda,27.0,"Bachelor of Ayurveda, Medicine and Surgery (BAMS), MD - Ayurveda",750.0,200.0,Dr Madhura Bhide,Shivaji Nagar,10:00:00,13:00:00,Pune,950.0,03:00
538,Dr. Nikhil Pendse,Ayurveda,17.0,"BAMS, MD- Ayurved, Diploma in Vaidya Visharad",300.0,300.0,Vivaswan Ayurvedic Wellness Centre,Paud Road,12:00:00,14:00:00,Pune,600.0,02:00
539,Dr. Avinash Deore,Ayurveda,20.0,"MD, BAMS",200.0,0.0,Shree Sai Ayurvedic Panchakarma Clinic &Infertility Research Clinic,Pimpri,17:00:00,21:00:00,Pune,200.0,04:00
540,Dr. Hemant Chavan,Ayurveda,17.0,"BAMS, Diploma In Yoya & Ayurved",200.0,250.0,Ayuspand Ayurvedic Clinic & Panchakarma Center,Pimple Saudagar,17:30:00,21:00:00,Pune,450.0,03:30
541,Dr. K D,Ayurveda,15.0,"Bachelor of Ayurveda, Medicine and Surgery (BAMS), MD - Ayurveda",300.0,200.0,Maheshwar Clinic,Pune,10:00:00,17:00:00,Pune,500.0,07:00
542,Dr. Mayur V Shiralkar,Ayurveda,23.0,"Bachelor of Ayurveda, Medicine and Surgery (BAMS), MS - ENT",200.0,300.0,SHIRALKAR HOSPITAL,Chinchwad,18:00:00,21:30:00,Pune,500.0,03:30
543,Dr. Sunil Ugile,Ayurveda,29.0,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",700.0,0.0,Pune Piles Care,Pimple Saudagar,11:30:00,14:00:00,Pune,700.0,02:30
544,Dr. Pankaj Nahata,Ayurveda,14.0,BAMS,100.0,300.0,Shree Vishwamani Ayurvedic Clinic & Panchakarma Centre,Bibwewadi,17:00:00,21:00:00,Pune,400.0,04:00
545,Dr. Savita Nemade,Ayurveda,14.0,"BAMS, MD (Kayachikitsa)",500.0,300.0,Vedika Multi-speciality Clinic And Panchkarma Ceter,Viman Nagar,10:00:00,16:00:00,Pune,800.0,06:00
546,Dr. Vikas Chothe,Ayurveda,10.0,"MD - Ayurveda, FIIM, MD",200.0,0.0,Vikas Chothe,Chinchwad,09:00:00,21:00:00,Pune,200.0,12:00
547,Dr. Shreeram Agashe,Ayurveda,19.0,"Ph.D. (Scholar) Ayurveda, MD - Ayurveda, BAMS",200.0,0.0,Agashe Clinic,Pune,09:00:00,13:00:00,Pune,200.0,04:00
548,Dr. Niloy Kar,Ayurveda,25.0,"BAMS, MD - Alternate Medicine",300.0,300.0,Sanjeevani Ayurvediya Chikitsalaya & Panchkarma Kendra,Kondhwa Khurd,10:00:00,13:00:00,Pune,600.0,03:00
549,Dr. Manisha Thakur,Ayurveda,19.0,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",300.0,500.0,Mauli clinic,Kharadi,09:00:00,14:00:00,Pune,800.0,05:00
550,Dr. Pankaj Ingawale,Ayurveda,19.0,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",300.0,200.0,Shri Vishwasudha Ayurvedic Clinic And Panchakarma Center,Pune,10:00:00,13:00:00,Pune,500.0,03:00
551,Dr. Vaibhav Savale,Ayurveda,11.0,"BAMS, PG Diploma In Clinical Cosmetology (PGDCC)",300.0,99.0,Rejuvenate Hair & Skin Clinic,Aundh,17:00:00,21:00:00,Pune,399.0,04:00
552,Dr. Atul Kumar Bedre,Ayurveda,33.0,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",300.0,300.0,Dr. Bedre's Panchakarma,Chandan Nagar,10:00:00,14:00:00,Pune,600.0,04:00
553,Dr. Vrushali  Waghole,Ayurveda,16.0,"BAMS, MD - Ayurveda",200.0,200.0,Waghole Ayurved Clinic,Pune,18:00:00,20:00:00,Pune,400.0,02:00
554,Dr. Priti Mangesh Deshmukh,Ayurveda,19.0,"BAMS, MD - Ayurveda Medicine",400.0,0.0,Pranav Ayurveda Panchakarma Clinic,Pimpri Chinchwad,19:00:00,20:00:00,Pune,400.0,01:00
555,Dr. Yogita M Chaudhari,Ayurveda,10.0,MD - Ayurveda Medicine,300.0,200.0,Bhagirathi Ayurveda Centre,Pune,10:00:00,13:00:00,Pune,500.0,03:00
556,Dr Vikas Yadav Yadav,Dentist,18.0,"MBBS, MS - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology",100.0,0.0,MEDIDENT SUPERSPECIALITY DENTAL & POLY CLINIC,Najafgarh,09:00:00,13:00:00,Delhi,100.0,04:00
