,Unnamed: 0,Name,Specialization,Experience (in years),Education,Fee at clinic,Online Fee,Clinic Name,Area,Recently Consulted for,Available From,Available Till,City,Unnamed: 0.1
885,185,Dr. Dheeraj Khatri,General+Physician,18,MD,₹ 250,₹ 250,DD khatri family clinic,Shalimar Bagh,"Thyroid Problems Treatment, Allergy Treatment, AllergyNext ",6:00 PM,8:30 PM,Delhi,185
886,186,Dr. Vikram Jeet Singh,General+Physician,28,,,,,,,2:00 PM,5:00 PM,Delhi,186
887,187,Dr. Suman Nigam,General+Physician,41,MBBS,₹ 800,₹ 300,Dr. Suman Clinic,Vasant Kunj,,6:00 PM,8:00 PM,Delhi,187
888,188,Dr. Rachna Kucheria,General+Physician,31,"MBBS, MD - Medicine, MD - USC, California",,,,,,10:00 AM,3:00 PM,Delhi,188
889,189,Dr. A.P. Bhatia,General+Physician,35,"MD - Internal Medicine, MBBS",₹ 500,₹ 500,Dr. A.P. Bhatia Clinic,Krishna Nagar,,6:30 PM,7:30 PM,Delhi,189
890,190,Dr. Atul Kakar,General+Physician,35,"Fellowship in  Rheumatology, MNAMS, DNB (Internal Medicine), MBBS",,,,,"Allergy Treatment, AllergyNext ",4:00 PM,6:00 PM,Delhi,190
891,191,Dr. Yogesh Sehrawat,General+Physician,17,MD - General Medicine,,₹ 400,Siddharth Multispeciality Hospital,Bawana,Tuberculosis,,,Delhi,191
892,192,Dr. Sabyasachi Das,General+Physician,27,MBBS,₹ 300,,₹ 1,000 onlineDr Sabyasachi Das Clinic ( Samalka ),"Small Penis Size, HIV AIDS, Jaundice",4:00 PM,9:00 PM,Delhi,192
893,193,Dr. A.K. Kaushik,General+Physician,55,"MRCP, MBBS",₹ 800,₹ 600,Res. Cum Clinic,Janakpuri,,8:00 PM,9:00 PM,Delhi,193
894,194,Dr. Jagmohan Singh,General+Physician,49,MBBS,₹ 350,₹ 300,Dr. Jagmohan Singh Clinic,Kalkaji,RabiesNext ,10:00 AM,1:00 PM,Delhi,194
895,195,Dr. Ajay Arora,General+Physician,42,"Fellowship of College of General Practice (FCGP), MBBS",₹ 450,,Doctor Ajay Arora's Clinic And Diagnostix Path. Centre,New Delhi,,10:00 AM,1:00 PM,Delhi,195
896,196,Dr. A.K. Shukla,General+Physician,34,MD - Internal Medicine,₹ 850,₹ 500,,,"Diabetes, AsthmaNext ",7:30 PM,9:30 PM,Delhi,196
897,197,Dr. Rps Makkar,General+Physician,24,MD,₹ 600,₹ 600,,,Viral Fever Treatment,7:00 PM,9:00 PM,Delhi,197
898,198,Dr. Manish Jain,General+Physician,6,MBBS,,₹ 170,MediSeed,Delhi,,2:00 PM,8:00 PM,Delhi,198
899,199,Dr. S K Tyagi,General+Physician,42,"MBBS, MD - Medicine, SR(Cardiology), PGDHA",,₹ 300,Tyagi Nursing Home,Tilak nagar,,10:00 AM,2:00 PM,Delhi,199
900,200,Dr Naresh Agarwal,Orthopedist,17,,,,,,,5:00 PM,8:00 PM,Delhi,200
901,201,Dr Abhishek Bansal,Orthopedist,19,,,,,,,5:00 PM,8:00 PM,Delhi,201
902,202,Dr Kamal Bachani Bachani,Orthopedist,34,,,,,,"Knee Pain Treatment, Knee Pain, Finger Pain",5:00 PM,8:00 PM,Delhi,202
903,203,Dr. Hitin,Orthopedist,,,,,,,ACL Reconstruction,5:00 PM,8:00 PM,Delhi,203
904,204,Dr. Jitender Pal Singh,Orthopedist,25,MBBS,₹ 700,₹ 400,Dr J P Singh Bone And Joint Clinic,Punjabi Bagh,"Leg Pain, Foot Pain, Joint Pain",10:00 AM,7:00 PM,Delhi,204
905,205,Dr. Sujit Narayan,Orthopedist,20,,,,,,,5:00 PM,8:00 PM,Delhi,205
906,206,Dr. Saurabh Rawall,Orthopedist,19,"MBBS,  MS - Orthopaedics , FNB - Spine Surgery, Fellow in Spine Surgery,  Fellowship In Pa...read more",,₹ 500,Institutes Of Spine,Indraprastha Apollo Hospital,"Disk Slip, Shoulder SLAP (Tear) Lesions, Slip DiscNext ",12:00 PM,2:00 PM,Delhi,206
907,207,Dr. Sunny Chopra Orthopaedics Gold Medalist,Orthopedist,14,"MS - Orthopaedics, MNAMS (Membership of the National Academy) (General Surgery) , DNB (Ort...read more",₹ 500,₹ 400,Dr. Chopras Spine Joint Solutions India,Moti Nagar,,5:30 PM,8:30 PM,Delhi,207
908,208,Dr. Rakesh Kumar,Orthopedist,24,"MS - Orthopaedics, MBBS",₹ 500,₹ 500,Anuraksha Specialised Orthopaedic Clinic,Paschim Vihar,"Knee Pain, Shoulder Pain, Hand PainNext ",6:30 PM,8:00 PM,Delhi,208
909,209,Dr. Deepak Kumar Arora,Orthopedist,18,"MBBS, MS - Orthopaedics",₹ 500,₹ 300,Esskay Orthopaedic Centre,Krishna Nagar,"Knee Pain, Back Pain, Lower Back PainNext ",5:00 PM,8:00 PM,Delhi,209
910,210,Dr. Pankaj Gupta,Orthopedist,30,"M Ch. Ortho, MS - Orthopaedics, MBBS",₹ 600,₹ 500,Skin And Bones Clinic,Delhi,"Shoulder Pain, Hand Pain, Joint PainNext ",6:30 PM,9:00 PM,Delhi,210
911,211,Dr. Shekhar Srivastav,Orthopedist,30,"MBBS, MS - Orthopaedics, AO Fellowship",,₹ 800,Sant Parmanand Hospital,Civil Lines,"Ankle Pain Treatment, Joint PainNext ",2:00 PM,4:00 PM,Delhi,211
912,212,Dr. Sudhir Seth,Orthopedist,43,"MCh, DNB (Orthopedics), MS - Orthopaedics, MBBS",₹ 900,₹ 300,Dr. Sudhir Seth's Orthopoint,Chittaranjan Park,"Spine Injuries, Back Pain, Heel Pain",12:00 PM,3:00 PM,Delhi,212
913,213,Dr. Ashwani Maichand,Orthopedist,32,"Fellowship in Joint Replacement , M.Ch , MS - Orthopaedics, MBBS",,,,,"Knee replacement Treatment, Osteoarthritis, Knee PainNext ",5:00 PM,8:00 PM,Delhi,213
914,214,Dr. Neelabh,Orthopedist,34,"DNB (Orthopedics), Diploma in Orthopedics, MBBS",₹ 800,,₹ 1,200 onlineClinic Intermed,,6:00 PM,8:00 PM,Delhi,214
915,215,Dr. Vishal Nigam,Orthopedist,26,,,₹ 300,,,,9:00 AM,5:00 PM,Delhi,215
916,216,Dr. Gurinder Bedi,Orthopedist,36,"CCST(Internal Medicine), FRCS (Orth Surg), FRCS, MS - Orthopaedics, DNB Orthopedics, MBBS",,,,,"Back Pain, Foot Pain, Bone FractureNext ",5:00 PM,7:00 PM,Delhi,216
917,217,Dr. Subhash Shalya,Orthopedist,43,"MBBS, MS - Orthopaedics, MS - General Surgery",,,,,Orthopedic SurgeryNext ,10:00 AM,1:00 PM,Delhi,217
918,218,Dr. Deepak Thakur,Orthopedist,23,"M.CH. (Ortho), MS - Orthopaedics, MBBS",,₹ 700,Delhi Orthopedic Clinic,Karol Bagh,"Knee Pain, Shoulder Pain, Rheumatoid ArthritisNext ",6:00 PM,9:00 PM,Delhi,218
919,219,Dr. Suraj Prakash,Orthopedist,34,"M.Ch - Orthopaedics, Fellowship in Arthroscopy & Sports Medicine, MS - Orthopaedics, MBBS",₹ 900,₹ 300,Bone & Joint Clinic,Saket,"Back Pain, Foot Pain, Knee PainNext ",11:00 AM,1:30 PM,Delhi,219
920,220,Dr. Kunal Aneja,Orthopedist,11,"M.B.B.S., MS - Orthopaedics, DNB (Orthopedics), Diploma in Orthopaedics, Fellowships in Jo...read more",₹ 800,₹ 300,Naveda Healthcare Centre,New Delhi,Arthroscopy,10:30 AM,12:30 PM,Delhi,220
921,221,Dr. Gurdeep Singh Uppal,Orthopedist,48,"MBBS, Diploma In Orthopaedics, DNB (Orthopedics), MBA (HCA)",₹ 500,₹ 600,Ortho Care Clinic,Dwarka Sector 6,,5:00 PM,8:00 PM,Delhi,221
922,222,Dr. Suresh  Arora,Orthopedist,38,MS,₹ 400,,Surya Orthoedic & Trauma Centre,Vasant Kunj,"Joint Pain, Back PainNext ",6:00 PM,8:00 PM,Delhi,222
923,223,Dr. Abhishek Kumar Mishra,Orthopedist,25,"MS - Orthopaedics, MCH, Membership of the Royal College of Surgeons (MRCS), MBBS Bachelor ...read more",,,,,"Back Pain, Fracture Treatment, Lower Back PainNext ",6:00 PM,8:00 PM,Delhi,223
924,224,Dr. Prabhat Agarwal,Orthopedist,20,"MS - Orthopaedics, MBBS",₹ 400,₹ 300,Garg Hospital,Karkardooma,"Knee Pain Treatment, Knee Pain, Musculoskeletal DisordersNext ",5:00 PM,7:00 PM,Delhi,224
925,225,Dr. N C Gupta,Orthopedist,58,"MBBS, MS - Orthopaedics",₹ 500,₹ 500,Saroj Clinic,Roop Nagar,"Knee Pain Treatment, Knee Pain, Spinal SurgeryNext ",3:00 PM,8:45 AM,Delhi,225
926,226,Dr. Sunil Tuli,Orthopedist,40,"M. Ch. (Ortho), MS - Orthopaedics, Diploma In Orthopaedics (D. Ortho), MBBS",,,,,Orthopedic SurgeryNext ,5:30 PM,7:30 PM,Delhi,226
927,227,Apollo Spectra Hospitals,Orthopedist,,,,,,,,9:00 AM,9:00 PM,Delhi,227
928,228,Dr. Ashis Acharya,Orthopedist,22,"Fellowship, MS - Orthopaedics, MBBS",,₹ 350,Sir Ganga Ram Hospital,Rajender Nagar,"Knee Pain, Knee Pain, Joint PainNext ",6:00 PM,8:00 PM,Delhi,228
929,229,Dr. Atul Mishra,Orthopedist,28,"Fellowship In Joint Replacement, MS - Orthopaedics, MBBS",,₹ 700,Arthroplasty & Sports Injury Centre,Vikas Marg,,6:00 PM,9:00 PM,Delhi,229
930,230,Dr. Mandeep Singh,Orthopedist,22,"DNB (Orthopedics), M Ch. Ortho, Diploma In Orthopaedics (D. Ortho)",₹ 800,₹ 400,DELHI ORTHO & SPINE CLINIC,Rajouri Garden,,11:00 AM,1:00 PM,Delhi,230
931,231,Dr. Tarush Rustagi,Orthopedist,20,"MBBS, MS - Orthopaedics, DNB (Orthopedics), Adult and pediatric Spine Fellowship, Complex ...read more",,₹ 500,Indian Spinal Injuries Centre,Vasant Kunj,,9:00 AM,4:00 PM,Delhi,231
932,232,Dr. Chandeep Singh,Orthopedist,26,"MS - Orthopaedics, MBBS",,₹ 800,,,"Joint Pain Treatment, Joint Pain, Ankle Injury TreatmentNext ",6:30 PM,8:00 PM,Delhi,232
933,233,Dr. Gaurav Khera,Orthopedist,21,"MBBS, Diploma In Orthopaedics (D. Ortho), DNB - Orthopedics, Mch, MCH",₹ 700,₹ 300,Dr. Khera's Wellness Clinic,Inderpuri,"Knee Pain, Leg Pain, Joint PainNext ",6:00 PM,9:00 PM,Delhi,233
934,234,Dr. Rajesh Bhalla,Orthopedist,21,"M Ch. Ortho, MS - Orthopaedics, MBBS",₹ 600,₹ 300,Delhi Heart And Lung Institute,Delhi,,10:00 AM,11:00 AM,Delhi,234
935,235,Dr. Atul Kumar Garg,Orthopedist,24,"MBBS, MS - Orthopaedics, Fellowship In Arthroscopy & Arthroplasty, Advanced Life trauma Su...read more",₹ 400,₹ 700,Dr. Atul Kumar Garg's Clinic,Rohini,,7:00 PM,9:00 PM,Delhi,235
936,236,Dr. Siddharth Gupta,Orthopedist,9,"MBBS Bachelor of Medicine and Bachelor of Surgery, MS - Orthopaedics, DNB (Orthopedics)",₹ 800,₹ 300,Nulife Hospital & Maternity Center,Delhi,,5:30 PM,7:00 PM,Delhi,236
937,237,Dr. Abhimanyu Singh,Orthopedist,22,"MBBS, M. S. Orthopedics, M.ch. Orthopaedics, MD - Sports Medicine",₹ 300,₹ 300,Avni Healthcare,Delhi,"Hip Pain Treatment, Ankle Pain Treatment, Hip PainNext ",6:00 PM,6:30 PM,Delhi,237
938,238,Dr. S. Mahanta,Orthopedist,27,"MBBS, MS - Orthopaedics, DNB - Orthopedics, Fellowship Joint Replacement Surgery",₹ 600,₹ 700,The Bone Clinic,Dwarka Sector 6,,10:00 AM,1:00 PM,Delhi,238
939,239,Dr. Joginder Kumar,Orthopedist,25,"Msc( Sports Medicine ), M. Ch. (Ortho), MNAMS, DNB (Orthopedics), MBBS, Dip SEM",₹ 500,₹ 400,,,,,,Delhi,239
940,240,Dr. Sumit Garg,Orthopedist,18,"DNB (Orthopedics), Diploma In Orthopaedics (D. Ortho), MBBS",₹ 600,₹ 300,Jagmohan Bone & Joint Clinic,Pitampura,,6:15 PM,8:00 PM,Delhi,240
941,241,Dr. S.S Sanyal,Orthopedist,48,"MS - Orthopaedics, Diploma In Orthopaedics (D. Ortho), MBBS",,,,,"Back Pain, Knee Pain, Joint PainNext ",6:00 PM,8:30 PM,Delhi,241
942,242,Dr. Vimal Kumar Dakour,Orthopedist,20,,₹ 500,₹ 350,Motherhood Clinic,Lajpat Nagar,,8:00 AM,8:00 PM,Delhi,242
943,243,Dr. Arun Jain,Orthopedist,40,"MS - Orthopaedics, Diploma in Tuberculosis and Chest Diseases (DTCD), MBBS",₹ 500,₹ 500,Dr ARUN JAIN,Rohini,,11:00 AM,2:00 PM,Delhi,243
944,244,Dr. Pardeep Bageja,Orthopedist,28,"DNB - Orthopaedics, MBBS",,,,,"Joint Replacement, Joint PainNext ",6:00 PM,8:00 PM,Delhi,244
945,245,Dr. Anuj Jain,Orthopedist,17,"MBBS, MS - Orthopaedics, DNB  - Orthopaedics",₹ 800,₹ 500,,,,2:00 PM,4:00 PM,Delhi,245
946,246,Dr. Akhilesh Rathi,Orthopedist,20,"MCh Ortho, DNB Ortho, MS Ortho, MBBS",₹ 700,,Rathi Orthopaedic & Spine Clinic,Dwarka,"Ankle Pain Treatment, Joint Dislocation, Orthopedic SurgeryNext ",6:30 PM,8:30 PM,Delhi,246
947,247,Dr. Deepak Batra,Orthopedist,32,"MBBS, MS - Orthopaedics",₹ 400,,₹ 1,000 onlinePatel Hospital,,11:00 AM,2:00 PM,Delhi,247
948,248,Dr. Ashu Consul,Orthopedist,25,"MBBS, MS - Orthopaedics, M.Ch - Orthopaedics, MRCS-Ortho",₹ 600,,The Neo Orthopedic  Clinic,Dwarka,,6:00 PM,9:00 PM,Delhi,248
949,249,Dr. Amit Shridhar,Orthopedist,24,"MBBS, D (ORTHO), DNB (Orthopedics), MCH (Orthopedic), Spine Fellowship DePUY, Medtronics S...read more",₹ 700,,The Spine care Clinic,Pitampura,"Ankle Pain Treatment, Knee Pain, Back PainNext ",6:00 PM,8:00 PM,Delhi,249
950,250,Dr. Ridhi Narang,Gynaecologist,12,"M.B.B.S, MS - Obstetrics and Gynaecology, FMAS.Laparoscopy, Royal College of Obstetricians...read more",,₹ 450,The Clinics- By Surgeons House,Delhi,,9:00 AM,7:00 PM,Delhi,250
951,251,Dr. Garima Sachdeva,Gynaecologist,,,₹ 500,₹ 350,Pristyn care,Tagore Garden,,10:00 AM,8:00 PM,Delhi,251
952,252,Dr. Ketaki,Gynaecologist,,,₹ 500,,Pristyn Care Clinic,South Delhi,,5:00 PM,8:00 PM,Delhi,252
953,253,Dr. Rati Rabra,Gynaecologist,14,"MBBS, DGO",₹ 500,,Pristyn Care Clinic,West Delhi,,5:00 PM,8:00 PM,Delhi,253
954,254,Dr. Nipun Sharma,Gynaecologist,21,"MBBS, MS - Obstetrics and Gynaecology",₹ 600,,Kalpavriksh Super Speciality Center,Dwarka Sector 13,,11:00 AM,1:00 PM,Delhi,254
955,255,Dr. Reena,Gynaecologist,,,₹ 500,₹ 500,Pristyn Care Clinic,Delhi,,5:00 PM,8:00 PM,Delhi,255
956,256,Dr B,Gynaecologist,,,₹ 500,,Pristyn Care Clinic,Delhi,,5:00 PM,8:00 PM,Delhi,256
957,257,Dr. Seema Saxena,Gynaecologist,39,"MBBS, MS - Obs & Gynae (Gold Medalist)",,,,,,6:00 PM,8:00 PM,Delhi,257
958,258,Dr. Demo,Gynaecologist,,,₹ 200,₹ 100,Abc Clinic,Khanpur,,9:00 AM,5:00 PM,Delhi,258
959,259,Dr. Mannan,Gynaecologist,,,,,,,,10:00 AM,5:00 PM,Delhi,259
960,260,Dr. Shuchi Lakhanpal Kalia,Gynaecologist,,,₹ 500,,Pristyn Care Clinic,Noida,,5:00 PM,8:00 PM,Delhi,260
961,261,Dr. Arushi Aggarwal,Gynaecologist,15,"MBBS, MS - Obstetrics & Gynaecology",₹ 700,,Shubham Hospital,Kalkaji,,2:00 PM,7:30 PM,Delhi,261
962,262,Dr. Manika Khanna,Gynaecologist,28,"MBBS , MD - Obstetrics & Gynaecology, Diploma in advanced gynaecological endoscopy",,₹ 500,Gaudium IVF & Gynac Solution,Janakpuri,Trying to ConceiveNext ,11:00 AM,2:00 PM,Delhi,262
963,263,Dr. Rakhi Gupta,Gynaecologist,32,"FICOG, FICMCH, FIMSA, MD - Obstetrtics & Gynaecology, MBBS",,₹ 800,MI Heart & Women's Health Care Clinic and Diagnostic Centre,Sarita Vihar,"No Periods, Irregular Periods, Painful PeriodsNext ",5:00 PM,8:00 PM,Delhi,263
964,264,Dr. Yashica Gudesar,Gynaecologist,25,"MBBS, DNB - Obstetrics and Gynecology, DGO",₹ 700,₹ 500,Mother & Child Care Clinic,Dwarka,"Pregnancy, Polycystic Ovary Syndrome, Pregnancy QueryNext ",10:00 AM,12:00 PM,Delhi,264
965,265,Dr. Anju Ahuja,Gynaecologist,41,"DGO, MBBS",₹ 800,₹ 600,Ahuja Clinic,Saket,"Delay Periods, No Periods, PregnancyNext ",9:00 AM,11:00 AM,Delhi,265
966,266,Dr. Seema Sharma,Gynaecologist,32,"MBBS, DGO, MD - Obstetrics & Gynaecology, MRCOG",,₹ 500,Srishti Health Care Centre,Rajouri Garden,"No Periods, Irregular Periods, Avoid PregnancyNext ",5:30 PM,7:30 PM,Delhi,266
967,267,Dr. Jyotsna Gupta,Gynaecologist,23,"DNB (Obstetrics and Gynecology), PGDHHM, MBBS, FICMCH, MNAMS (Obstetrics and Gynecology)",₹ 700,₹ 700,Dr. Jyotsna's Clinic (Resi cum Clinic) Delhi,Delhi,Uterine BleedingNext ,7:30 PM,8:30 PM,Delhi,267
968,268,Dr. Pooja Choudhary,Gynaecologist,23,"MD - Obstetrtics & Gynaecology, MBBS",₹ 900,₹ 900,Gynae and ENT Clinic,Safdarjung Enclave,"No Periods, Irregular Periods, Trying to ConceiveNext ",5:00 PM,7:30 PM,Delhi,268
969,269,Dr. Shabnam,Gynaecologist,20,"DNB (Obstetrics and Gynecology) Tr, MBBS, Laparoscopy Training from AIIMS, PCOS Course don...read more",,,,,,11:00 AM,1:00 PM,Delhi,269
970,270,Dr. Aaditi Acharya,Gynaecologist,18,"MBBS, DGO",₹ 600,₹ 600,Wellness Clinic Apollo 24I7,Laxmi Nagar,"Termination Of Pregnancy, Abortion, No PeriodsNext ",5:30 PM,8:00 PM,Delhi,270
971,271,Dr. Vijay Lakshmi Rawat,Gynaecologist,29,"MBBS, MD - Obstetrtics & Gynaecology",,,,,"No Periods, Polycystic Ovary Syndrome, Trying to ConceiveNext ",1:00 PM,2:00 PM,Delhi,271
972,272,Dr. Seema Sehgal,Gynaecologist,36,"Art - Advance Course Infertility, MS - Obstetrics and Gynaecology, MBBS",,₹ 300,Dr Seema Sehgal's Clinic,Delhi,"Irregular Periods, No Periods, InfertilityNext ",6:30 PM,8:30 PM,Delhi,272
973,273,Dr. Aradhana Kalra Dawar,Gynaecologist,21,"MBBS, MS - Obstetrics and Gynaecology, DNB - Obstetrics & Gynecology, Post Graduate Diplom...read more",₹ 500,₹ 200,,,"Fertility, Fertilization, In Vitro Fertilization (IVF) Treatment",11:00 AM,3:00 PM,Delhi,273
974,274,Dr. Shakuntla Kumar,Gynaecologist,41,"Diploma In Endoscopic Surgery, DGO, MBBS",₹ 800,₹ 700,Nulife Hospital,Hakikat Nagar,"Caesarean Section, Pregnancy, SurrogacyNext ",10:00 AM,1:00 PM,Delhi,274
975,275,Dr. Prerna Gupta,Gynaecologist,20,"MBBS, MD - Obstetrtics & Gynaecology, MRCOG , Fellowship In ART",,₹ 400,Dr Prerna Gupta MD AIIMS clinic,Hauz Khas,,8:00 AM,4:00 PM,Delhi,275
976,276,Dr. Pratibha Gupta,Gynaecologist,24,"MBBS, MS - Obstetrics & Gynaecology",₹ 500,₹ 700,Healing Hands,Janakpuri,"Pregnancy, Delivery",11:00 AM,1:00 PM,Delhi,276
977,277,Dr. Nimmi Rastogi,Gynaecologist,29,"DGO, MBBS, Advanced Infertility",,₹ 500,Sarthak Medical Centre,Delhi,"Abortion, Pregnancy Query, Avoid Pregnancy",3:00 PM,5:00 PM,Delhi,277
978,278,Dr. Rita Bakshi,Gynaecologist,41,"MBBS, DGO, MD, Fellowship in Gynae Oncology",,,,,"Trying to Conceive, In Vitro Fertilization (IVF) Treatment, Infertility TreatmentNext ",9:00 AM,6:00 PM,Delhi,278
979,279,Dr. Sutopa Banerjee,Gynaecologist,27,"DNB (Obstetrics and Gynecology), DGO , MBBS",,,,,"Delivery, Gynae Problems, Laparoscopic Surgery (Obs  Gyn)Next ",5:00 PM,8:00 PM,Delhi,279
980,280,Dr. Chhavi,Gynaecologist,19,"MBBS, MS - Obstetrics and Gynaecology, DNB (Obstetrics and Gynecology)",₹ 300,₹ 500,Avni Healthcare,Rohini,"Gynae Problems, Delivery, FertilityNext ",6:00 PM,8:00 PM,Delhi,280
981,281,Dr. Vandana Gupta,Gynaecologist,39,"MS - Obstetrics and Gynaecology, MBBS",₹ 500,₹ 300,Archana Medical Centre,Mayur Vihar Phase 2,"Pregnancy, Polycystic Ovary SyndromeNext ",9:00 AM,1:30 PM,Delhi,281
982,282,Dr. Indira Das,Gynaecologist,39,"MBBS, DNB (Obstetrics and Gynecology), MD - Obstetrtics & Gynaecology",₹ 400,,₹ 3,000 onlineDr Indira's Clinic,"No Periods, Pregnancy, Irregular PeriodsNext ",8:00 PM,9:00 PM,Delhi,282
983,283,Dr. Vaishali Sharma M D ( A.I.I.M.S),Gynaecologist,18,"MD - Obstetrtics & Gynaecology, MBBS, Diploma In Specialised Advanced Gynaecological Endoscopy",,,,,"No Periods, Abortion, Avoid PregnancyNext ",9:00 AM,6:00 PM,Delhi,283
984,284,Dr. Sheetal Sachdeva,Gynaecologist,23,"DNB (Obstetrics & Gynecology), DGO, MBBS",₹ 800,₹ 800,Nest Gynae & Ortho Speciality Clinic,Delhi,"Delivery, Antenatal CareNext ",9:30 AM,10:30 AM,Delhi,284
985,285,Dr. Jyoti Chugh,Gynaecologist,39,"MD - Obstetrtics & Gynaecology, MBBS, DNB (Obstetrics and Gynecology)",₹ 800,,₹ 1,000 onlineSatyam Medical Centre,Gynae ProblemsNext ,10:00 AM,2:30 PM,Delhi,285
986,286,Dr. Shikha Jain,Gynaecologist,20,"FNB Reproductive Medicine, MD -Obstretics & Gynaecology, MBBS, Fellow ship of Indian Colle...read more",₹ 800,₹ 900,DREAMZ IVF,Pitampura,"Pregnancy Problems, Intra-Uterine Insemination (Iui), PregnancyNext ",9:00 AM,1:00 PM,Delhi,286
987,287,Dr. Gayatri  Bala,Gynaecologist,29,"MBBS, DGO, DNB - Obstetrics and Gynecology",,₹ 500,Ayoni Cure De Jouvence,Model Town,"No Periods, Irregular Periods, Pregnancy QueryNext ",9:00 AM,1:00 PM,Delhi,287
988,288,Dr. Supriya Kumari,Gynaecologist,20,"MBBS, DGO, DNB (Obstetrics and Gynecology)",₹ 300,₹ 300,Adarsh Hospital,Rohini,,11:00 AM,2:00 PM,Delhi,288
989,289,Dr. Usha. M. Kumar,Gynaecologist,35,"Diploma in Advance Endoscopy, Royal College of Obstetricians and Gynaecologists (MRCOG), MS, MBBS",,₹ 300,Saket City Hospital,Saket,"Sex Education, Pregnancy Query, AbortionNext ",9:00 AM,11:00 AM,Delhi,289
990,290,Dr. Ranjana Sharma,Gynaecologist,48,"FRCOG (LONDON) (Fellow of Royal College of Obstetricians and Gynaecologists), Royal Colleg...read more",,,,,"Pregnancy, Chromosomal Abnormality Screening, Pregnancy ProblemsNext ",12:00 PM,2:00 PM,Delhi,290
991,291,Dr. Aastha Gupta,Gynaecologist,14,"Advanced Infertility, Advanced Infertility, Diploma in Obstetrics & Gynaecology, MBBS",₹ 900,₹ 400,Delhi IVF & Fertility Center,Bengali Market,"Abortion, Pregnancy Query, InfertilityNext ",9:00 AM,6:00 PM,Delhi,291
992,292,Dr. Manju Aggarwal,Gynaecologist,32,"MBBS , DGO , FIMAS",₹ 800,₹ 500,Arihant Clinic,Delhi,"Sex Education, No Periods, Trying to ConceiveNext ",1:00 PM,4:00 PM,Delhi,292
993,293,Dr. Deepa Dureja,Gynaecologist,36,"MS - Obstetrics and Gynaecology, MBBS",₹ 700,₹ 600,Pulse Medical Centre,Greater Kailash,,12:00 PM,7:00 PM,Delhi,293
994,294,Dr. Priyata Lal,Gynaecologist,28,"FICOG, FICS, MS - Obstetrics and Gynaecology, DNB (Obstetrics and Gynecology), MBBS",₹ 600,,Shreeya Gynae Clinic,Delhi,"Gynae Problems, Termination Of Pregnancy, PregnancyNext ",6:00 PM,8:00 PM,Delhi,294
995,295,Dr. Shilpi Sachdev,Gynaecologist,25,"MBBS, DNB - Obstetrics & Gynecology, Diploma in Laparoscopy, Fellowship in Minimal Access Surgery",₹ 700,₹ 300,Dr. Shilpi Sachdev Clinic,Delhi,,11:00 AM,1:00 PM,Delhi,295
996,296,Dr. Anushka Madan,Gynaecologist,24,"MBBS, MS - Obstetrics and Gynaecology, Diploma In Ultrasound, Fellowship in Reproductive M...read more",,₹ 350,,,"Sex Education, No Periods, Irregular PeriodsNext ",9:30 AM,5:30 PM,Delhi,296
997,297,Dr. Soni Anand,Gynaecologist,25,"DGO, MBBS",₹ 700,₹ 500,Surya Clinic - Dr. Soni Anand,Rohini,"Sex Education, Irregular Periods, Trying to ConceiveNext ",11:00 AM,2:00 PM,Delhi,297
998,298,Dr. Ruchi Malhotra,Gynaecologist,32,"MBBS Bachelor of Medicine and Bachelor of Surgery, DNB - Obstetrics & Gynecology, DGO",₹ 500,₹ 500,FSIVF & Research Center,Azadpur,,10:00 AM,3:00 PM,Delhi,298
999,299,Dr. Uma,Gynaecologist,36,"MS- Gynaecology, MBBS",₹ 400,₹ 300,Mother Clinic,Naraina,"Sex Education, Pregnancy Query, Pregnancy",10:00 AM,12:00 PM,Delhi,299
1000,300,Dr. Rashid Akhtar,Homeopathy,23,"MD - Homeopathy, BHMS",₹ 600,₹ 300,,,"Increase height, Body Weakness, DiabetesNext ",6:00 PM,8:00 PM,Delhi,300
1001,301,Dr. Madhav Shyam  Nano Homeopathy Delhi,Homeopathy,33,"BHMS, MBAHCS, B.Sc. in Biology",₹ 300,₹ 300,Nano Homeopathy,Dwarka Sector 12,,4:00 PM,8:30 PM,Delhi,301
1002,302,Dr. Mukesh Singh,Homeopathy,23,"B.H.M.S., Senior Homeopath Consultant",₹ 500,₹ 350,Mission Chronic Cure,Mayur Vihar,"Gaining Weight, Staying Healthy, Body WeaknessNext ",6:30 PM,9:00 PM,Delhi,302
1003,303,Dr. Sanket Gupta,Homeopathy,15,"BHMS, MD-Homeopathy, PGPC -  Preventive Cardiology",,₹ 250,AKGs OVIHAMS MEDICAL CENTER For Homoeo - Psycho Cure N Care With Wellness ( Moti Bagh ),Satya Niketan,"Headaches, Body Weakness, Masturbation AddictionNext ",11:00 AM,2:00 PM,Delhi,303
1004,304,Dr. Swati,Homeopathy,9,BHMS,₹ 500,₹ 500,Harmony Homoeo Heal,Dwarka Sector 23,Erection Problems,3:00 PM,7:00 PM,Delhi,304
1005,305,Dr. Mrs Neeraj Gupta,Homeopathy,26,"BHMS, MD - Homeopathy, Certificate in Gynaecology & Obestric, Ph.D Homeopathy",₹ 500,₹ 500,Gupta Computerised Homoeopathic Clinic,Shakarpur,"Hair Loss Treatment, Hair Loss, Gynae Problems",11:00 AM,2:00 PM,Delhi,305
